ID,Job_Title,Estimated_Salary_in_USD,Lower_Salary_in_Thousand_$,Upper_Salary_in_Thousand_$,Avg_Salary(in 1000 USD),Job_City,Job_State,Headquarters_City,Headquaters_State,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Lower_Salary,Upper_Salary,Avg_Salary_in_k,company_txt,Job_Location,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,Avg_Salary_in_k,degree_new
90,Data Scientist,100K-160K,100,160,130,Laurel, MD,Laurel, MD,5001 - 10000,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",100,160,130,Johns Hopkins University Applied Physics Laboratory,MD,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,na,130,M
91,Data Analyst,55K-100K,55,100,77.5,Chicago, IL,Chicago, IL,51 - 200,2008,Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"Numerator, Rise Interactive, Salom",55,100,77.5,Productive Edge,IL,32,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,77.5,Fresher
92,Data Engineer,60K-114K,60,114,87,Arlington, VA,Arlington, VA,201 - 500,2002,Private,Consulting,Business Services,$50 to $100 million (USD),-1,60,114,87,Excella Consulting,VA,24,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,87,P
93,Data Analyst,39K-68K,39,68,53.5,Tacoma, WA,Tacoma, WA,501 - 1000,1948,Private,Wholesale,Business Services,$100 to $500 million (USD),-1,39,68,53.5,Gensco,WA,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,53.5,Fresher
94,Staff Data Scientist - Technology,106K-172K,106,172,139,Plano, TX,Bentonville, AR,10000+,1962,Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"Target, Costco Wholesale, Amazon",106,172,139,Walmart,TX,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,Sr,M,139,M
95,Data Scientist,86K-142K,86,142,114,San Jose, CA,Seattle, WA,201 - 500,2005,Private,Consulting,Business Services,$25 to $50 million (USD),-1,86,142,114,Logic20/20,CA,18,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,Sr,M,114,M
96,Data Scientist,64K-107K,64,107,85.5,Miami, FL,Miami, FL,501 - 1000,2008,Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,64,107,85.5,goTRG,FL,58,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,Jr,na,85.5,Fresher
97,Data Management Specialist,31K-65K,31,65,48,Huntsville, AL,Chantilly, VA,51 - 200,1996,Private,IT Services,Information Technology,$25 to $50 million (USD),-1,31,65,48,NMR Consulting,AL,40,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,Jr,na,48,Fresher
99,E-Commerce Data Analyst,34K-62K,34,62,48,New Orleans, LA,New Orleans, LA,51 - 200,1999,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,34,62,48,iSeatz,LA,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,48,Fresher
101,Sr. Scientist II,117K-231K,117,231,174,San Francisco, CA,San Francisco, CA,201 - 500,1990,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Bristol-Myers Squibb, Merck, GlaxoSmithKline",117,231,174,Nektar Therapeutics,CA,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,M,174,M
102,Insurance Data Scientist,64K-106K,64,106,85,Atlanta, GA,Chicago, IL,5001 - 10000,1968,Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1,64,106,85,TransUnion,GA,22,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,na,85,Fresher
104,Data Modeler,79K-134K,79,134,106.5,Landover, MD,Vienna, VA,51 - 200,2003,Private,IT Services,Information Technology,$10 to $25 million (USD),-1,79,134,106.5,IT Concepts,MD,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data modeler,Jr,na,106.5,P
105,Data Analyst / Scientist,52K-93K,52,93,72.5,Patuxent River, MD,Atlanta, GA,1001 - 5000,1988,Private,IT Services,Information Technology,$100 to $500 million (USD),-1,52,93,72.5,Scientific Research Corporation,MD,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,72.5,Fresher
106,Scientist,55K-116K,55,116,85.5,Suitland, MD,Fairfax, VA,10000+,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",55,116,85.5,General Dynamics Information Technology,MD,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,M,85.5,M
107,Data Scientist,72K-123K,72,123,97.5,McLean, VA,Bedford, MA,5001 - 10000,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",72,123,97.5,MITRE,VA,52,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,data scientist,Jr,na,97.5,P
108,Data Scientist,74K-124K,74,124,99,Fort Belvoir, VA,Reston, VA,501 - 1000,2010,Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",74,124,99,The Buffalo Group,VA,26,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,Jr,na,99,P
109,Data Analyst,40K-73K,40,73,56.5,Milwaukee, WI,Boston, MA,1001 - 5000,2001,Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),"MCNA Dental Plans, United Concordia, Delta Dental Plans Association",40,73,56.5,DentaQuest,WI,31,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,56.5,Fresher
110,Lead Data Scientist,102K-164K,102,164,133,Silver Spring, MD,Silver Spring, MD,Jan-50,2007,Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,102,164,133,Redjack,MD,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,na,133,M
112,Data Scientist,89K-153K,89,153,121,New York, NY,New York, NY,51 - 200,2012,Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,89,153,121,7Park Data,NY,59,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,Sr,na,121,M
113,Data Scientist,61K-110K,61,110,85.5,Syracuse, NY,Syracuse, NY,501 - 1000,1992,Private,Security Services,Business Services,Unknown / Non-Applicable,"COPS Monitoring, National Monitoring Center, Affiliated Monitoring",61,110,85.5,Rapid Response Monitoring,NY,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,85.5,M
116,"Data Scientist, Rice University",65K-110K,65,110,87.5,Houston, TX,New York, NY,1001 - 5000,2015,Subsidiary or Business Segment,Education Training Services,Education,Unknown / Non-Applicable,"General Assembly, Kaplan University, Ironhack",65,110,87.5,Trilogy Ed,TX,48,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data scientist,Jr,na,87.5,P
117,Senior Data Scientist,200K-275K,200,275,237.5,Washington, DC,Washington, DC,1001 - 5000,1935,Private,Consulting,Business Services,Unknown / Non-Applicable,"Advisory Board, Booz Allen Hamilton, McKinsey & Company",200,275,237.5,Gallup,DC,46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,237.5,M
118,Data Engineer,68K-123K,68,123,95.5,Charlotte, NC,Richmond, VA,1001 - 5000,1997,Private,IT Services,Information Technology,$100 to $500 million (USD),"Accenture, North Highland, Deloitte",68,123,95.5,CapTech,NC,35,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,Jr,M,95.5,M
119,Senior Data Scientist,80K-129K,80,129,104.5,Southfield, MI,Detroit, MI,10000+,1994,Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),-1,80,129,104.5,American Axle & Manufacturing,MI,22,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,data scientist,Jr,M,104.5,M
120,Financial Data Analyst,41K-72K,41,72,56.5,Matawan, NJ,Pompano Beach, FL,201 - 500,2012,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"DataFinch Technologies, Accupoint Software Solution, CodeMetro",41,72,56.5,CentralReach,NJ,46,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,Jr,na,56.5,Fresher
122,Senior Data Analyst,39K-71K,39,71,55,Phoenix, AZ,Phoenix, AZ,201 - 500,2010,Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,39,71,55,Integrate,AZ,30,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,analyst,Jr,na,55,Fresher
123,Research Scientist,38K-85K,38,85,61.5,Omaha, NE,Omaha, NE,1001 - 5000,1977,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Nebraska Medicine, Children's Hospital & Medical Center, Methodist Health System - NE and IA",38,85,61.5,Boys Town Hospital,NE,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,61.5,P
124,Data Scientist,121K-193K,121,193,157,San Francisco, CA,San Francisco, CA,201 - 500,2006,Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",121,193,157,Demandbase,CA,23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,na,157,M
125,Data Engineer,54K-102K,54,102,78,Lyndhurst, NJ,Lyndhurst, NJ,201 - 500,2019,Private,Internet,Information Technology,Unknown / Non-Applicable,"Zocdoc, Healthgrades",54,102,78,Sapphire Digital,NJ,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,78,Fresher
126,Data Scientist,83K-144K,83,144,113.5,Cambridge, MA,OSAKA, Japan,10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",83,144,113.5,Takeda Pharmaceuticals,MA,47,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data scientist,Jr,M,113.5,M
127,Data Scientist,120K-160K,120,160,140,New York, NY,New York, NY,51 - 200,2009,Private,Internet,Information Technology,$100 to $500 million (USD),"Clicktripz, SmarterTravel",120,160,140,<intent>,NY,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,na,140,M
128,Data Scientist,102K-163K,102,163,132.5,San Francisco, CA,San Francisco, CA,51 - 200,2015,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,102,163,132.5,Formation,CA,40,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,data scientist,Sr,M,132.5,M
129,Data Engineer,76K-140K,76,140,108,San Francisco, CA,San Rafael, CA,5001 - 10000,1982,Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,76,140,108,Autodesk,CA,42,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,M,108,M
130,Ag Data Scientist,60K-101K,60,101,80.5,Atlanta, IN,Atlanta, IN,501 - 1000,1937,Private,Farm Support Services,Agriculture & Forestry,$50 to $100 million (USD),-1,60,101,80.5,Beck's Hybrids,IN,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,na,80.5,Fresher
131,Data Scientist,82K-133K,82,133,107.5,Rockville, MD,Rockville, MD,201 - 500,2000,Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,82,133,107.5,DrFirst,MD,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,107.5,M
132,Data Engineer,65K-125K,65,125,95,Minneapolis, MN,Minneapolis, MN,51 - 200,1996,Private,Consulting,Business Services,$25 to $50 million (USD),"Solution Design Group, Intertech (Minnesota)",65,125,95,Object Partners,MN,53,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,data engineer,Jr,na,95,P
136,Data Scientist II,91K-148K,91,148,119.5,Los Angeles, CA,Los Angeles, CA,1001 - 5000,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Health Net, Kaiser Permanente, Molina Healthcare",91,148,119.5,L.A. Care Health Plan,CA,35,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,data scientist,Sr,M,119.5,M
137,Senior Data Engineer,95K-173K,95,173,134,Charlotte, NC,Fort Mill, SC,1001 - 5000,2000,Private,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Clearlink, Credit Karma, LendingTree",95,173,134,Red Ventures,NC,52,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Sr,na,134,M
138,Data Scientist,77K-124K,77,124,100.5,Cambridge, MA,Cambridge, MA,201 - 500,1999,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,77,124,100.5,Quick Base,MA,42,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,data scientist,Jr,na,100.5,P
139,Data Scientist,80K-135K,80,135,107.5,Cincinnati, OH,Cincinnati, OH,1001 - 5000,1878,Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),-1,80,135,107.5,The E.W. Scripps Company,OH,44,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,Jr,M,107.5,M
140,Data Engineer,85K-159K,85,159,122,Washington, DC,Washington, DC,51 - 200,2015,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,85,159,122,Upside Business Travel,DC,18,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Sr,na,122,M
141,Data Engineer,80K-105K,80,105,92.5,Chicago, IL,Chicago, IL,1001 - 5000,1993,Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",80,105,92.5,Equity Residential,IL,32,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,data engineer,Jr,na,92.5,P
142,Data Analyst,43K-81K,43,81,62,Baltimore, MD,Baltimore, MD,501 - 1000,1986,Private,Research & Development,Business Services,$100 to $500 million (USD),-1,43,81,62,Synagro,MD,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,62,Fresher
143,Project Scientist,29K-50K,29,50,39.5,Alabaster, AL,Decatur, AL,51 - 200,2000,Other Organization,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),-1,29,50,39.5,Alliance Source Testing,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,39.5,Fresher
145,Data Scientist,82K-133K,82,133,107.5,Santa Fe Springs, Los Angeles,Santa Fe Springs, CA,1001 - 5000,1966,Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),-1,82,133,107.5,Accuride International,CA,53,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,data scientist,Jr,M,107.5,M
146,Data Analytics Manager,26K-55K,26,55,40.5,Kansas City, MO,Kansas City, MO,501 - 1000,2017,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,26,55,40.5,Full Potential Solutions,MO,57,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,Jr,na,40.5,Fresher
147,Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics,61K-118K,61,118,89.5,Ashburn, VA,Foster City, CA,10000+,1958,Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",61,118,89.5,Visa Inc.,VA,33,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,Jr,M,89.5,M
148,Data Scientist,60K-102K,60,102,81,Chicago, IL,Chicago, IL,201 - 500,2008,Private,Consulting,Business Services,$50 to $100 million (USD),-1,60,102,81,Maven Wave Partners,IL,54,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,Jr,na,81,Fresher
150,Senior Data Scientist,112K-182K,112,182,147,Herndon, VA,Mc Lean, VA,501 - 1000,2012,Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",112,182,147,Novetta,VA,41,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,data scientist,Sr,na,147,M
152,Data Scientist,64K-106K,64,106,85,Fort Worth, TX,Fort Worth, TX,1001 - 5000,1958,Private,Brokerage Services,Finance,$100 to $500 million (USD),"USAA, Navy Federal Credit Union, Raymond James Financial",64,106,85,"First Command Financial Services, Inc.",TX,40,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,data scientist,Jr,na,85,Fresher
153,Associate Scientist,51K-112K,51,112,81.5,Valencia, CA,West Hills, CA,1001 - 5000,1971,Private,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),"The Nature's Bounty Co., Schiff Nutrition International",51,112,81.5,Pharmavite,CA,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,M,81.5,M
154,"Scientist 2, QC Viral Vector",113K-223K,113,223,168,Novato, CA,San Rafael, CA,1001 - 5000,1997,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),"Genentech, Ultragenyx Pharmaceutical, Gilead Sciences",113,223,168,BioMarin Pharmaceutical,CA,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,P,168,P
156,Machine Learning Engineer,72K-129K,72,129,100.5,Aurora, CO,Aurora, CO,Jan-50,2007,Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,72,129,100.5,Stratagem Group,CO,51,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,machine learning engineer,Jr,na,100.5,P
157,Data Scientist/ML Engineer,71K-123K,71,123,97,New York, NY,London, United Kingdom,1001 - 5000,1943,Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",71,123,97,PA Consulting,NY,48,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,data scientist,Jr,M,97,M
158,Data Scientist,64K-106K,64,106,85,Chantilly, VA,Herndon, VA,5001 - 10000,1968,Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,64,106,85,ManTech,VA,45,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,Jr,na,85,Fresher
159,Customer Data Scientist,118K-189K,118,189,153.5,Mountain View, CA,Mountain View, CA,201 - 500,2011,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,118,189,153.5,h2o.ai,CA,29,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,Sr,M,153.5,M
161,Data Engineer,120K-145K,120,145,132.5,Tampa, FL,Reston, VA,51 - 200,2017,Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,120,145,132.5,Gridiron IT,FL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,Sr,na,132.5,M
162,Data Engineer,80K-120K,80,120,100,Chicago, IL,Chicago, IL,51 - 200,2008,Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"Numerator, Rise Interactive, Salom",80,120,100,Productive Edge,IL,30,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,100,P
164,Sr. Data Scientist,80K-130K,80,130,105,Denver, CO,Denver, CO,201 - 500,2011,Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,-1,80,130,105,Evolve Vacation Rental,CO,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,105,M
166,Data Engineer 4 - Contract,59K-115K,59,115,87,Riverton, UT,Salt Lake City, UT,10000+,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,59,115,87,The Church of Jesus Christ of Latter-day Saints,UT,54,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,M,87,M
167,Data Analyst - Asset Management,71K-136K,71,136,103.5,San Francisco, CA,San Francisco, CA,51 - 200,2013,Private,Real Estate,Real Estate,Unknown / Non-Applicable,"Greystar, The Related Companies, Prometheus Real Estate Group",71,136,103.5,Maximus Real Estate Partners,CA,48,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,103.5,P
168,Senior Research Scientist - Embedded System Development for DevOps,81K-167K,81,167,124,Pittsburgh, PA,Pittsburgh, PA,501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,81,167,124,Software Engineering Institute,PA,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,M,124,M
169,Data Scientist - Bioinformatics,49K-85K,49,85,67,Richland, WA,Richland, WA,1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",49,85,67,PNNL,WA,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,P,67,P
170,Data Engineer,60K-114K,60,114,87,Washington, DC,Seattle, WA,10000+,2000,Private,IT Services,Information Technology,$2 to $5 billion (USD),"Slalom, Cognizant Technology Solutions, Deloitte",60,114,87,AVANADE,DC,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,M,87,M
171,Customer Data Scientist/Sales Engineer,71K-204K,71,204,137.5,Chicago, IL,Mountain View, CA,201 - 500,2011,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,71,204,137.5,h2o.ai,IL,35,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,data scientist,Sr,P,137.5,P
172,Lead Data Scientist,75K-125K,75,125,100,Cincinnati, OH,Cincinnati, OH,201 - 500,1987,Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),"Outcome Health, Health Media Network, Mesmerize Marketing",75,125,100,PatientPoint,OH,27,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,data scientist,Jr,M,100,M
174,MongoDB Data Engineer II,77K-136K,77,136,106.5,Chattanooga, TN,Chattanooga, TN,5001 - 10000,1945,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,77,136,106.5,BlueCross BlueShield of Tennessee,TN,34,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,data engineer,Jr,na,106.5,P
175,Senior Data Scientist Statistics,74K-123K,74,123,98.5,Richland, WA,Richland, WA,1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",74,123,98.5,PNNL,WA,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,P,98.5,P
177,Senior Data Analyst,44K-78K,44,78,61,Clearwater, FL,Clearwater, FL,501 - 1000,2010,Private,Security Services,Business Services,$100 to $500 million (USD),-1,44,78,61,KnowBe4,FL,50,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,M,61,M
178,Senior Spark Engineer (Data Science),65K-148K,65,148,106.5,Indianapolis, IN,Indianapolis, IN,51 - 200,2008,Private,Consulting,Business Services,Unknown / Non-Applicable,-1,65,148,106.5,KSM Consulting,IN,55,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,Jr,na,106.5,P
179,Data Engineer,59K-110K,59,110,84.5,Cambridge, MA,Cambridge, MA,51 - 200,2005,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,59,110,84.5,Cogo Labs,MA,33,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,84.5,Fresher
180,BI & Platform Analytics Manager,85K-134K,85,134,109.5,Ewing, NJ,Ewing, NJ,1001 - 5000,1846,Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,85,134,109.5,Church & Dwight,NJ,18,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Data scientist project manager,Jr,M,109.5,M
181,Lead Data Scientist,124K-204K,124,204,164,Boston, MA,Springfield, MA,5001 - 10000,1851,Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,124,204,164,MassMutual,MA,40,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,data scientist,Sr,P,164,P
182,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",131K-207K,131,207,169,South San Francisco, CA,South San Francisco, CA,10000+,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,131,207,169,Genentech,CA,51,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,Sr,P,169,P
183,Senior Data Scientist,110K-174K,110,174,142,Cupertino, CA,Sunnyvale, CA,5001 - 10000,1996,Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,110,174,142,Juniper Networks,CA,47,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,data scientist,Sr,P,142,P
185,Pricipal Scientist Molecular and cellular biologist,52K-101K,52,101,76.5,Boston, MA,OSAKA, Japan,10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",52,101,76.5,Takeda Pharmaceuticals,MA,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,76.5,P
187,"Data Scientist (Actuary, FSA or ASA)",81K-133K,81,133,107,Frederick, MD,Frederick, MD,501 - 1000,1981,Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,81,133,107,Legal & General America,MD,43,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,Jr,M,107,M
188,Staff Data Scientist,132K-211K,132,211,171.5,San Jose, CA,San Jose, CA,10000+,1970,Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",132,211,171.5,Western Digital,CA,26,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,Sr,M,171.5,M
